time_stamp,temperature,pressure,humidity,wind_direction,wind_speed,weather
2017-02-02 02:00:00,-1.5,1027,25,25,1.4,Sunny/clear
2017-02-02 03:00:00,0.7,1026.5,21,32,1,Sunny/clear
2017-02-02 04:00:00,2.4,1025.2,15,19,1.5,Sunny/clear
2017-02-02 05:00:00,4.9,1023.6,14,46,1,Sunny/clear
2017-02-02 06:00:00,5.9,1022.5,12,191,1.4,Sunny/clear
2017-02-02 07:00:00,6.8,1021.6,14,158,1.4,Sunny/clear
2017-02-02 08:00:00,6.4,1021.2,13,192,0.9,Sunny/clear
2017-02-02 09:00:00,3.6,1021.2,19,235,1.3,Sunny/clear
2017-02-02 10:00:00,1.2,1021.2,23,229,1.2,Sunny/clear
2017-02-02 11:00:00,0.6,1021.5,26,208,1.3,Sunny/clear
2017-02-02 12:00:00,-0.8,1021.2,29,217,1.3,Sunny/clear
2017-02-02 13:00:00,-2.4,1021.1,39,999017,0,Sunny/clear
2017-02-02 14:00:00,-3.8,1020.9,40,230,0.5,Sunny/clear
2017-02-02 15:00:00,-4.5,1020.6,54,999017,0,Sunny/clear
2017-02-02 16:00:00,-5.2,1020.2,52,57,0.6,Sunny/clear
2017-02-02 17:00:00,-4.2,1020,39,36,0.9,Sunny/clear
2017-02-02 18:00:00,-3,1020.2,35,38,1.2,Sunny/clear
2017-02-02 19:00:00,-3.2,1020,34,28,1.1,Sunny/clear
2017-02-02 20:00:00,-4,1019.6,37,31,0.5,Sunny/clear
2017-02-02 21:00:00,-5.3,1019.3,51,999017,0.1,Sunny/clear
2017-02-02 22:00:00,-5,1019.4,44,33,1,Sunny/clear
2017-02-02 23:00:00,-6.2,1019.7,59,17,0.7,Sunny/clear
2017-02-03 00:00:00,-6.9,1020,57,173,0.4,Sunny/clear
2017-02-03 01:00:00,-4.3,1019.9,61,299,0.3,Sunny/clear
2017-02-03 02:00:00,0.5,1019.5,28,30,1.4,Sunny/clear
2017-02-03 03:00:00,2.5,1018.9,23,36,1.3,Sunny/clear
2017-02-03 04:00:00,4.2,1017.7,19,17,1.5,Sunny/clear
2017-02-03 05:00:00,5.8,1016.6,18,67,1.4,Sunny/clear
2017-02-03 06:00:00,7.1,1015.4,16,80,1.1,Sunny/clear
2017-02-03 07:00:00,7.2,1015,17,192,1.1,Sunny/clear
2017-02-03 08:00:00,6.3,1014.3,20,204,1.8,Haze
2017-02-03 09:00:00,5.1,1014.9,25,219,1.7,Haze
2017-02-03 10:00:00,1.8,1015,32,224,0.4,Haze
2017-02-03 11:00:00,-0.8,1015.2,43,999017,0.1,Haze
2017-02-03 12:00:00,-2.2,1015.2,49,193,0.3,Haze
2017-02-03 13:00:00,-2.6,1015.3,49,999017,0,Haze
2017-02-03 14:00:00,-2.3,1015.2,57,276,0.5,Haze
2017-02-03 15:00:00,-1.8,1014.9,59,32,1,Haze
2017-02-03 16:00:00,-0.1,1015.2,39,48,1,Haze
2017-02-03 17:00:00,0.5,1014.7,35,53,0.7,Haze
2017-02-03 18:00:00,0.8,1014.5,37,25,1.1,Haze
2017-02-03 19:00:00,1.2,1014.2,37,47,1.4,Haze
2017-02-03 20:00:00,1.2,1013.7,38,20,0.8,Haze
2017-02-03 21:00:00,1,1013.4,42,30,1.2,Haze
2017-02-03 22:00:00,0.5,1013.3,44,28,0.9,Haze
2017-02-03 23:00:00,-1.9,1013.6,51,24,0.4,Haze
2017-02-04 00:00:00,-3.4,1014,60,71,0.7,Haze
2017-02-04 01:00:00,-2.3,1014.1,60,44,0.8,Haze
2017-02-04 02:00:00,2.3,1014,40,32,1.3,Haze
2017-02-04 03:00:00,4.9,1013.4,32,345,0.5,Haze
2017-02-04 04:00:00,6.4,1012.4,29,257,1.1,Haze
2017-02-04 05:00:00,7.7,1011.2,27,241,1.8,Haze
2017-02-04 06:00:00,9.4,1010.2,25,267,1.2,Haze
2017-02-04 07:00:00,9.1,1009.7,27,233,1.9,Haze
2017-02-04 08:00:00,8.3,1009.8,28,224,2.3,Haze
2017-02-04 09:00:00,7,1010.4,31,227,1.6,Haze
2017-02-04 10:00:00,2.7,1011.4,42,258,0.8,Haze
2017-02-04 11:00:00,4.4,1012.1,37,323,1.3,Haze
2017-02-04 12:00:00,5.1,1012.8,34,23,1.4,Sunny/clear
2017-02-04 13:00:00,5.4,1013.5,30,21,2.1,Sunny/clear
2017-02-04 14:00:00,4.6,1014.1,27,39,1.7,Sunny/clear
2017-02-04 15:00:00,2.5,1014.2,34,31,1.6,Sunny/clear
2017-02-04 16:00:00,1.2,1014.3,39,47,0.9,Sunny/clear
2017-02-04 17:00:00,-2.2,1014.4,52,999017,0.2,Sunny/clear
2017-02-04 18:00:00,-3.5,1014.7,59,238,0.4,Sunny/clear
2017-02-04 19:00:00,-4.2,1015.1,64,999017,0,Sunny/clear
2017-02-04 20:00:00,-1.5,1015.4,56,65,0.7,Sunny/clear
2017-02-04 21:00:00,-2.5,1015.6,56,61,0.6,Sunny/clear
2017-02-04 22:00:00,-0.7,1015.6,40,36,1,Sunny/clear
2017-02-04 23:00:00,-2.4,1016.3,42,107,0.5,Sunny/clear
2017-02-05 00:00:00,-3.4,1017.1,46,171,0.7,Sunny/clear
2017-02-05 01:00:00,2.9,1017.8,24,333,2.2,Sunny/clear
2017-02-05 02:00:00,5.6,1017.6,20,9,1,Sunny/clear
2017-02-05 03:00:00,7.3,1017.5,15,338,3.1,Sunny/clear
2017-02-05 04:00:00,8.3,1016.9,14,20,3.3,Sunny/clear
2017-02-05 05:00:00,8.4,1015.8,13,25,2.8,Sunny/clear
2017-02-05 06:00:00,9.4,1014.9,12,15,2.9,Sunny/clear
2017-02-05 07:00:00,9.6,1014.8,12,9,3.6,Sunny/clear
2017-02-05 08:00:00,9.2,1014.8,13,14,2.7,Sunny/clear
2017-02-05 09:00:00,8.5,1015.7,14,31,2.5,Sunny/clear
2017-02-05 10:00:00,6.9,1016.8,15,35,1.7,Sunny/clear
2017-02-05 11:00:00,5.9,1018.1,16,21,2.2,Sunny/clear
2017-02-05 12:00:00,5,1019.3,19,357,2,Sunny/clear
2017-02-05 13:00:00,2.1,1019.8,24,345,0.8,Sunny/clear
2017-02-05 14:00:00,-0.5,1020.7,32,359,0.9,Sunny/clear
2017-02-05 15:00:00,-0.2,1021.1,31,35,0.9,Sunny/clear
2017-02-05 16:00:00,1.3,1021.7,28,11,2.1,Sunny/clear
2017-02-05 17:00:00,1.1,1022.4,28,37,1.6,Sunny/clear
2017-02-05 18:00:00,0,1023.2,32,41,1.7,Sunny/clear
2017-02-05 19:00:00,0.1,1024.5,31,37,2.2,Sunny/clear
2017-02-05 20:00:00,-1.2,1024.2,33,47,2,Sunny/clear
2017-02-05 21:00:00,-1.3,1025.1,33,35,1.5,Sunny/clear
2017-02-05 22:00:00,-1.6,1025.3,34,37,1.5,Sunny/clear
2017-02-05 23:00:00,-2.3,1026.1,35,37,1.1,Sunny/clear
2017-02-06 00:00:00,-2.1,1027.3,33,36,1.8,Sunny/clear
2017-02-06 01:00:00,-0.1,1028.2,27,36,2.5,Sunny/clear
2017-02-06 02:00:00,1.8,1028.5,21,39,2.7,Sunny/clear
2017-02-06 03:00:00,3.9,1028.7,16,71,1.4,Sunny/clear
2017-02-06 04:00:00,4.4,1028,15,143,1.3,Sunny/clear
2017-02-06 05:00:00,5.2,1026.6,13,350,1.5,Sunny/clear
2017-02-06 06:00:00,5.4,1025.7,12,76,1.3,Sunny/clear
2017-02-06 07:00:00,5,1025.4,12,54,0.9,Sunny/clear
2017-02-06 08:00:00,3.6,1025.7,15,206,2.9,Sunny/clear
2017-02-06 09:00:00,2.9,1025.9,17,239,2.1,Sunny/clear
2017-02-06 10:00:00,2,1026.2,22,223,2.6,Sunny/clear
2017-02-06 11:00:00,1.5,1026.4,23,229,2.4,Sunny/clear
2017-02-06 12:00:00,1.4,1026.7,24,218,2.4,Sunny/clear
2017-02-06 13:00:00,1,1026.9,25,216,2.1,Sunny/clear
2017-02-06 14:00:00,-1.7,1027.3,35,224,1.1,Sunny/clear
2017-02-06 15:00:00,-2.3,1027.3,38,234,1.2,Sunny/clear
2017-02-06 16:00:00,-2.6,1026.9,40,224,0.8,Sunny/clear
2017-02-06 17:00:00,-2.6,1026.8,44,252,1.3,Sunny/clear
2017-02-06 18:00:00,-2.1,1026.4,45,244,1.3,Sunny/clear
2017-02-06 19:00:00,-1.2,1026.6,42,241,1.2,Sunny/clear
2017-02-06 20:00:00,-1.4,1026.2,47,249,0.8,Sunny/clear
2017-02-06 21:00:00,-1.6,1026,48,247,0.8,Sunny/clear
2017-02-06 22:00:00,-1.7,1025.4,50,246,0.9,Sunny/clear
2017-02-06 23:00:00,-1.3,1025.9,50,251,1.1,Haze
2017-02-07 00:00:00,-1.3,1026.4,52,245,1.1,Haze
2017-02-07 01:00:00,0.2,1026.7,47,287,1.1,Sunny/clear
2017-02-07 02:00:00,0.8,1026.8,52,222,1.6,Haze
2017-02-07 03:00:00,0.7,1026.6,55,274,1,Sunny/clear
2017-02-07 04:00:00,1.8,1025.9,41,233,2.3,Sunny/clear
2017-02-07 05:00:00,2.7,1024.8,37,268,1.2,Sunny/clear
2017-02-07 06:00:00,2.4,1024.3,42,276,1.1,Sunny/clear
2017-02-07 07:00:00,2.2,1024.1,53,331,2.5,Sunny/clear
2017-02-07 08:00:00,1.9,1023.8,52,40,1.8,Sunny/clear
2017-02-07 09:00:00,1.1,1023.9,55,44,1.7,Sunny/clear
2017-02-07 10:00:00,0.4,1024.1,58,39,1.6,Sunny/clear
2017-02-07 11:00:00,-0.1,1024.6,60,36,1.3,Sunny/clear
2017-02-07 12:00:00,-1.1,1024.4,63,39,1.3,Haze
2017-02-07 13:00:00,-1.3,1024.3,67,6,1.1,Haze
2017-02-07 14:00:00,-2.8,1024.6,72,999017,0,Haze
2017-02-07 15:00:00,-3.4,1024.5,77,999017,0.1,Haze
2017-02-07 16:00:00,-3.4,1024.8,76,274,0.3,Haze
2017-02-07 17:00:00,-3.7,1024.7,77,999017,0,Haze
2017-02-07 18:00:00,-3.6,1024.8,79,15,0.4,Haze
2017-02-07 19:00:00,-3.3,1024.4,76,41,1,Haze
2017-02-07 20:00:00,-3.3,1024,75,40,1.1,Haze
2017-02-07 21:00:00,-1.1,1024.2,49,14,1.9,Sunny/clear
2017-02-07 22:00:00,-0.3,1024.8,38,21,2.4,Sunny/clear
2017-02-07 23:00:00,-0.7,1025.6,33,9,2.3,Sunny/clear
2017-02-08 00:00:00,-1.1,1026.4,33,5,2.1,Sunny/clear
2017-02-08 01:00:00,0,1026.6,31,13,2.7,Sunny/clear
2017-02-08 02:00:00,1.3,1026.5,26,345,4.2,Sunny/clear
2017-02-08 03:00:00,2.3,1026.5,23,343,4.1,Sunny/clear
2017-02-08 04:00:00,2.6,1025.7,21,331,4.6,Sunny/clear
2017-02-08 05:00:00,3.3,1024.9,18,328,4.8,Sunny/clear
2017-02-08 06:00:00,3.7,1024.3,16,323,5.1,Sunny/clear
2017-02-08 07:00:00,3.7,1024.1,15,325,4.8,Sunny/clear
2017-02-08 08:00:00,3.1,1024.2,15,328,4.7,Sunny/clear
2017-02-08 09:00:00,1.9,1024.5,18,326,5,Sunny/clear
2017-02-08 10:00:00,0.7,1025.2,19,341,4.2,Sunny/clear
2017-02-08 11:00:00,-0.7,1026.1,20,8,2.8,Sunny/clear
2017-02-08 12:00:00,-1.8,1026.7,22,350,3.6,Sunny/clear
2017-02-08 13:00:00,-2.5,1027.2,24,15,3,Sunny/clear
2017-02-08 14:00:00,-2.4,1027.2,23,341,4.2,Sunny/clear
2017-02-08 15:00:00,-2.8,1026.9,23,337,4.1,Sunny/clear
2017-02-08 16:00:00,-3.4,1026.6,26,340,3,Sunny/clear
2017-02-08 17:00:00,-3.6,1025.9,26,333,3.1,Sunny/clear
2017-02-08 18:00:00,-3.4,1025.5,26,334,4.3,Sunny/clear
2017-02-08 19:00:00,-3.6,1025,25,344,3.2,Sunny/clear
2017-02-08 20:00:00,-3.7,1024.4,25,341,3.4,Sunny/clear
2017-02-08 21:00:00,-4.2,1024.1,26,15,1.7,Sunny/clear
2017-02-08 22:00:00,-3.9,1023.7,26,354,2.9,Sunny/clear
2017-02-08 23:00:00,-4.1,1024.1,25,358,2.8,Sunny/clear
2017-02-09 00:00:00,-4,1024.3,25,7,2.9,Sunny/clear
2017-02-09 01:00:00,-2.6,1024.4,23,358,2.7,Sunny/clear
2017-02-09 02:00:00,-0.6,1024.3,18,356,3.9,Sunny/clear
2017-02-09 03:00:00,0.1,1023.8,16,345,5.6,Sunny/clear
2017-02-09 04:00:00,1.2,1022.9,15,345,4.4,Sunny/clear
2017-02-09 05:00:00,2,1022,14,343,3.7,Sunny/clear
2017-02-09 06:00:00,2.7,1021.1,13,332,4.6,Sunny/clear
2017-02-09 07:00:00,2.9,1020.9,12,335,4.6,Sunny/clear
2017-02-09 08:00:00,2.7,1020.7,12,324,4.2,Sunny/clear
2017-02-09 09:00:00,1.7,1020.8,14,336,3.8,Sunny/clear
2017-02-09 10:00:00,0.3,1021.4,16,327,3.2,Sunny/clear
2017-02-09 11:00:00,-0.8,1022.1,18,341,1.8,Sunny/clear
2017-02-09 12:00:00,-0.6,1022.3,18,333,3.6,Sunny/clear
2017-02-09 13:00:00,-1,1022.7,20,336,4.3,Sunny/clear
2017-02-09 14:00:00,-1.4,1022.8,23,342,3.6,Sunny/clear
2017-02-09 15:00:00,-1.4,1022.7,22,339,4.4,Sunny/clear
2017-02-09 16:00:00,-1.6,1022.6,23,347,3,Sunny/clear
2017-02-09 17:00:00,-1.5,1022.3,21,344,4.6,Sunny/clear
2017-02-09 18:00:00,-1.8,1022.8,21,350,3.8,Sunny/clear
2017-02-09 19:00:00,-2.3,1023.3,20,3,2.7,Sunny/clear
2017-02-09 20:00:00,-2.4,1023.4,20,357,2.4,Sunny/clear
2017-02-09 21:00:00,-3.3,1023.6,21,21,2.4,Sunny/clear
2017-02-09 22:00:00,-3.5,1023.8,21,15,2.6,Sunny/clear
2017-02-09 23:00:00,-3.5,1024.4,20,343,3,Sunny/clear
2017-02-10 00:00:00,-3.6,1025.2,21,14,2.1,Sunny/clear
2017-02-10 01:00:00,-1.8,1025.6,19,10,3,Sunny/clear
2017-02-10 02:00:00,0.5,1025.5,16,335,3.3,Sunny/clear
2017-02-10 03:00:00,1.6,1025.6,14,336,4.5,Sunny/clear
2017-02-10 04:00:00,2.9,1024.7,14,344,3.4,Sunny/clear
2017-02-10 05:00:00,3.9,1023.7,12,338,3.4,Sunny/clear
2017-02-10 06:00:00,4.7,1022.7,11,330,4.2,Sunny/clear
2017-02-10 07:00:00,5.4,1022.2,11,340,4.4,Sunny/clear
2017-02-10 08:00:00,5.5,1021.9,10,342,4,Sunny/clear
2017-02-10 09:00:00,4.8,1022.1,11,323,4,Sunny/clear
2017-02-10 10:00:00,3.6,1022.4,12,343,3.1,Sunny/clear
2017-02-10 11:00:00,2.4,1022.8,15,8,1.7,Sunny/clear
2017-02-10 12:00:00,0.1,1023.3,16,344,0.3,Sunny/clear
2017-02-10 13:00:00,-0.5,1023.6,18,334,1.6,Sunny/clear
2017-02-10 14:00:00,-1.8,1023.8,22,342,1.8,Sunny/clear
2017-02-10 15:00:00,-2.9,1023.8,25,161,0.7,Sunny/clear
2017-02-10 16:00:00,-5,1024,34,164,0.3,Sunny/clear
2017-02-10 17:00:00,-5.8,1024,35,82,0.6,Sunny/clear
2017-02-10 18:00:00,-6.6,1024.3,47,297,0.7,Sunny/clear
2017-02-10 19:00:00,-7.1,1024.1,49,238,0.6,Sunny/clear
2017-02-10 20:00:00,-7.3,1023.8,62,230,0.4,Sunny/clear
2017-02-10 21:00:00,-8.2,1023.6,55,999017,0.2,Sunny/clear
2017-02-10 22:00:00,-8.3,1023.6,57,283,0.3,Sunny/clear
2017-02-10 23:00:00,-8.7,1023.7,62,999017,0.1,Sunny/clear
2017-02-11 00:00:00,-7.6,1024.2,62,41,1.1,Sunny/clear
2017-02-11 01:00:00,-0.1,1024.4,29,7,1.7,Sunny/clear
2017-02-11 02:00:00,4,1024.3,21,355,1.8,Sunny/clear
2017-02-11 03:00:00,6,1023.7,18,29,2.6,Sunny/clear
2017-02-11 04:00:00,7.8,1022.6,16,9,1.9,Sunny/clear
2017-02-11 05:00:00,9.1,1021.4,13,4,2.1,Sunny/clear
2017-02-11 06:00:00,10.4,1020.4,12,27,1.9,Sunny/clear
2017-02-11 07:00:00,11.3,1020.1,12,158,1.7,Sunny/clear
2017-02-11 08:00:00,9.6,1019.9,12,220,2.9,Sunny/clear
2017-02-11 09:00:00,8.2,1019.8,13,214,1.8,Sunny/clear
2017-02-11 10:00:00,5.4,1020.4,16,221,1.6,Sunny/clear
2017-02-11 11:00:00,2.1,1020.7,22,189,1.1,Sunny/clear
2017-02-11 12:00:00,0.2,1021,27,999017,0.2,Sunny/clear
2017-02-11 13:00:00,-1.8,1021.6,35,999017,0.1,Sunny/clear
2017-02-11 14:00:00,-2.1,1022.1,35,48,0.7,Sunny/clear
2017-02-11 15:00:00,-0.8,1021.9,32,41,1.1,Sunny/clear
2017-02-11 16:00:00,-0.9,1022,34,38,1.4,Sunny/clear
2017-02-11 17:00:00,-1.8,1021.8,37,18,1.2,Sunny/clear
2017-02-11 18:00:00,-3.6,1022,49,29,0.6,Sunny/clear
2017-02-11 19:00:00,-3.9,1021.5,47,20,0.8,Sunny/clear
2017-02-11 20:00:00,-2.6,1021.4,41,37,1.6,Sunny/clear
2017-02-11 21:00:00,-3.4,1021.5,43,47,0.9,Sunny/clear
2017-02-11 22:00:00,-3.8,1021.7,44,34,1,Sunny/clear
2017-02-11 23:00:00,-3.6,1022.2,42,20,0.6,Sunny/clear
2017-02-12 00:00:00,-2.7,1022.5,41,24,1.3,Sunny/clear
2017-02-12 01:00:00,-0.5,1022.8,33,35,1.4,Sunny/clear
2017-02-12 02:00:00,2.2,1022.6,27,33,1.9,Sunny/clear
2017-02-12 03:00:00,4.8,1022.1,21,35,1.3,Sunny/clear
2017-02-12 04:00:00,6.4,1021.4,20,206,1.5,Sunny/clear
2017-02-12 05:00:00,8.4,1020.2,18,129,1.2,Sunny/clear
2017-02-12 06:00:00,10.1,1019.2,16,205,2,Sunny/clear
2017-02-12 07:00:00,10.5,1018.9,16,209,2.5,Sunny/clear
2017-02-12 08:00:00,10.6,1018.8,15,208,2.2,Sunny/clear
2017-02-12 09:00:00,9.5,1019,16,229,2.6,Sunny/clear
2017-02-12 10:00:00,7.5,1019.3,20,219,2.3,Sunny/clear
2017-02-12 11:00:00,5,1019.7,25,228,2.2,Sunny/clear
2017-02-12 12:00:00,2.6,1020,30,224,1.4,Sunny/clear
2017-02-12 13:00:00,0.5,1020.5,36,999017,0.1,Sunny/clear
2017-02-12 14:00:00,1,1021,37,24,1.3,Sunny/clear
2017-02-12 15:00:00,1.7,1021.6,35,51,0.9,Haze
2017-02-12 16:00:00,0.5,1021.9,39,45,1.1,Haze
2017-02-12 17:00:00,-1.1,1022.3,47,35,0.4,Sunny/clear
2017-02-12 18:00:00,-1.2,1022.6,46,32,1.1,Sunny/clear
2017-02-12 19:00:00,-3.2,1023,56,999017,0.1,Haze
2017-02-12 20:00:00,-2.8,1023.3,51,53,0.9,Sunny/clear
2017-02-12 21:00:00,-2.4,1023.9,46,18,0.4,Sunny/clear
2017-02-12 22:00:00,-3.1,1024.5,51,30,0.5,Sunny/clear
2017-02-12 23:00:00,-3,1025.3,53,35,1.1,Sunny/clear
2017-02-13 00:00:00,-3.3,1026.1,55,26,0.6,Sunny/clear
2017-02-13 01:00:00,2.4,1026.7,38,70,1.2,Sunny/clear
2017-02-13 02:00:00,7,1027,25,24,1.7,Sunny/clear
2017-02-13 03:00:00,9.9,1027,18,32,2.5,Sunny/clear
2017-02-13 04:00:00,11.3,1026.5,16,6,1.9,Sunny/clear
2017-02-13 05:00:00,12.5,1025.8,14,40,2,Sunny/clear
2017-02-13 06:00:00,13,1025,12,41,2.4,Sunny/clear
2017-02-13 07:00:00,14.3,1024.9,11,67,1,Sunny/clear
2017-02-13 08:00:00,14.2,1025,11,221,1.4,Sunny/clear
2017-02-13 09:00:00,12.4,1025.2,12,198,1.7,Sunny/clear
2017-02-13 10:00:00,8.4,1025.5,18,190,1.2,Sunny/clear
2017-02-13 11:00:00,7.8,1026.4,18,189,1.4,Sunny/clear
2017-02-13 12:00:00,7.3,1027.2,27,194,2,Sunny/clear
2017-02-13 13:00:00,2.5,1027.8,37,257,1,Sunny/clear
2017-02-13 14:00:00,5.4,1028.5,34,196,2.6,Haze
2017-02-13 15:00:00,3.4,1028.8,43,204,1.6,Haze
2017-02-13 16:00:00,0,1029.2,53,248,0.9,Haze
2017-02-13 17:00:00,-1.8,1029.4,61,999017,0.2,Haze
2017-02-13 18:00:00,-2.9,1029.7,66,247,0.8,Haze
2017-02-13 19:00:00,-3.5,1029.8,69,45,0.7,Haze
2017-02-13 20:00:00,-1.9,1029.8,63,49,0.8,Haze
2017-02-13 21:00:00,-2.3,1029.6,69,41,1.1,Haze
2017-02-13 22:00:00,-2.6,1030,70,49,0.7,Haze
2017-02-13 23:00:00,-2.8,1029.9,73,34,1.1,Haze
2017-02-14 00:00:00,-1.6,1030.1,72,24,1.3,Haze
2017-02-14 01:00:00,-0.3,1030.1,67,31,1.1,Haze
2017-02-14 02:00:00,0.3,1029.8,66,13,1.4,Haze
2017-02-14 03:00:00,1.7,1029.5,64,358,1.2,Haze
2017-02-14 04:00:00,2.5,1028.5,62,8,1.3,Haze
2017-02-14 05:00:00,3.4,1027.1,56,37,1.5,Haze
2017-02-14 06:00:00,4.7,1025.9,51,55,1.1,Haze
2017-02-14 07:00:00,5.1,1024.9,50,351,1.1,Haze
2017-02-14 08:00:00,4.9,1024.4,53,39,1.8,Haze
2017-02-14 09:00:00,4,1024.3,55,16,1.5,Haze
2017-02-14 10:00:00,2.2,1024,63,39,1.3,Haze
2017-02-14 11:00:00,1.3,1024.2,67,22,1.1,Haze
2017-02-14 12:00:00,-0.7,1024.1,75,26,1,Haze
2017-02-14 13:00:00,-1.9,1024,81,287,0.4,Haze
2017-02-14 14:00:00,-0.5,1023.9,75,27,1.5,Haze
2017-02-14 15:00:00,-0.6,1023.5,71,43,1.4,Haze
2017-02-14 16:00:00,-1,1022.5,72,47,1,Haze
2017-02-14 17:00:00,-1.2,1021.9,72,48,1.1,Haze
2017-02-14 18:00:00,-2.1,1021.2,76,46,1,Haze
2017-02-14 19:00:00,-2.5,1020.5,79,46,1,Haze
2017-02-14 20:00:00,-1.9,1019.9,76,29,1.2,Haze
2017-02-14 21:00:00,-2.3,1019.3,78,33,1.2,Haze
2017-02-14 22:00:00,-2.5,1019.1,77,41,1.2,Haze
2017-02-14 23:00:00,-2.7,1018.9,79,46,0.7,Haze
2017-02-15 00:00:00,-3.4,1018.5,83,999017,0.2,Haze
2017-02-15 01:00:00,-0.3,1018.3,73,38,0.9,Haze
2017-02-15 02:00:00,2,1017.6,58,29,1.2,Haze
2017-02-15 03:00:00,4,1016.7,51,6,1.1,Haze
2017-02-15 04:00:00,5.7,1015.4,43,19,1.4,Haze
2017-02-15 05:00:00,6.7,1013.6,40,297,1.2,Haze
2017-02-15 06:00:00,7.5,1012.1,39,2,1.2,Haze
