time_stamp,loc_id,phone_num,date,hour,week,holiday,week_num,data_mean_week_hour,data_max_week_hour,data_min_week_hour,data_median_week_hour
2017-04-01 05:00:00,3,34,2017-04-01,5,5,0,5,31.666666666666668,35,26,34.0
2017-04-01 06:00:00,3,133,2017-04-01,6,5,0,5,106.0,133,75,110.0
2017-04-01 07:00:00,3,450,2017-04-01,7,5,0,5,398.6666666666667,450,337,409.0
2017-04-01 08:00:00,3,873,2017-04-01,8,5,0,5,716.6666666666666,873,634,643.0
2017-04-01 09:00:00,3,1014,2017-04-01,9,5,0,5,912.0,1014,829,893.0
2017-04-01 10:00:00,3,726,2017-04-01,10,5,0,5,834.3333333333334,982,726,795.0
2017-04-01 11:00:00,3,1121,2017-04-01,11,5,0,5,1417.6666666666667,1625,1121,1507.0
2017-04-01 12:00:00,3,1520,2017-04-01,12,5,0,5,1647.0,1744,1520,1677.0
2017-04-01 13:00:00,3,1214,2017-04-01,13,5,0,5,1161.6666666666667,1214,1062,1209.0
2017-04-01 14:00:00,3,918,2017-04-01,14,5,0,5,939.6666666666666,1009,892,918.0
2017-04-01 15:00:00,3,837,2017-04-01,15,5,0,5,766.0,837,679,782.0
2017-04-01 16:00:00,3,824,2017-04-01,16,5,0,5,845.0,883,824,828.0
2017-04-01 17:00:00,3,1193,2017-04-01,17,5,0,5,1306.6666666666667,1456,1193,1271.0
2017-04-01 18:00:00,3,1131,2017-04-01,18,5,0,5,1301.6666666666667,1519,1131,1255.0
2017-04-01 19:00:00,3,901,2017-04-01,19,5,0,5,968.3333333333334,1044,901,960.0
2017-04-01 20:00:00,3,608,2017-04-01,20,5,0,5,727.3333333333334,788,608,786.0
2017-04-01 21:00:00,3,567,2017-04-01,21,5,0,5,739.3333333333334,890,567,761.0
2017-04-01 22:00:00,3,674,2017-04-01,22,5,0,5,847.6666666666666,954,674,915.0
2017-04-01 23:00:00,3,307,2017-04-01,23,5,0,5,360.3333333333333,396,307,378.0
2017-04-01 00:00:00,4,113,2017-04-01,0,5,0,5,87.33333333333333,113,62,87.0
2017-04-01 01:00:00,4,123,2017-04-01,1,5,0,5,73.33333333333333,123,47,50.0
2017-04-01 02:00:00,4,58,2017-04-01,2,5,0,5,32.333333333333336,58,19,20.0
2017-04-01 03:00:00,4,54,2017-04-01,3,5,0,5,41.333333333333336,54,22,48.0
2017-04-01 04:00:00,4,51,2017-04-01,4,5,0,5,31.666666666666668,51,21,23.0
2017-04-01 05:00:00,4,56,2017-04-01,5,5,0,5,38.0,56,22,36.0
2017-04-01 06:00:00,4,117,2017-04-01,6,5,0,5,80.33333333333333,117,57,67.0
2017-04-01 07:00:00,4,257,2017-04-01,7,5,0,5,175.33333333333334,257,113,156.0
2017-04-01 08:00:00,4,396,2017-04-01,8,5,0,5,310.6666666666667,396,244,292.0
2017-04-01 09:00:00,4,419,2017-04-01,9,5,0,5,369.3333333333333,419,342,347.0
2017-04-01 10:00:00,4,245,2017-04-01,10,5,0,5,296.6666666666667,386,245,259.0
2017-04-01 11:00:00,4,419,2017-04-01,11,5,0,5,465.3333333333333,506,419,471.0
2017-04-01 12:00:00,4,658,2017-04-01,12,5,0,5,617.0,658,566,627.0
2017-04-01 13:00:00,4,410,2017-04-01,13,5,0,5,405.0,478,327,410.0
2017-04-01 14:00:00,4,367,2017-04-01,14,5,0,5,321.3333333333333,367,294,303.0
2017-04-01 15:00:00,4,259,2017-04-01,15,5,0,5,270.3333333333333,307,245,259.0
2017-04-01 16:00:00,4,323,2017-04-01,16,5,0,5,283.3333333333333,325,202,323.0
2017-04-01 17:00:00,4,402,2017-04-01,17,5,0,5,419.0,468,387,402.0
2017-04-01 18:00:00,4,487,2017-04-01,18,5,0,5,458.3333333333333,487,439,449.0
2017-04-01 19:00:00,4,338,2017-04-01,19,5,0,5,369.0,388,338,381.0
2017-04-01 20:00:00,4,296,2017-04-01,20,5,0,5,302.0,321,289,296.0
2017-04-01 21:00:00,4,288,2017-04-01,21,5,0,5,292.6666666666667,296,288,294.0
2017-04-01 22:00:00,4,332,2017-04-01,22,5,0,5,339.0,369,316,332.0
2017-04-01 23:00:00,4,286,2017-04-01,23,5,0,5,255.0,286,232,247.0
2017-04-01 00:00:00,5,131,2017-04-01,0,5,0,5,152.0,182,131,143.0
2017-04-01 01:00:00,5,131,2017-04-01,1,5,0,5,153.0,168,131,160.0
2017-04-01 02:00:00,5,113,2017-04-01,2,5,0,5,143.33333333333334,177,113,140.0
2017-04-01 03:00:00,5,99,2017-04-01,3,5,0,5,122.66666666666667,151,99,118.0
2017-04-01 04:00:00,5,188,2017-04-01,4,5,0,5,178.0,229,117,188.0
2017-04-01 05:00:00,5,238,2017-04-01,5,5,0,5,183.66666666666666,238,105,208.0
2017-04-01 06:00:00,5,246,2017-04-01,6,5,0,5,195.33333333333334,246,147,193.0
2017-04-01 07:00:00,5,226,2017-04-01,7,5,0,5,236.33333333333334,270,213,226.0
2017-04-01 08:00:00,5,470,2017-04-01,8,5,0,5,344.3333333333333,470,192,371.0
2017-04-01 09:00:00,5,337,2017-04-01,9,5,0,5,268.6666666666667,337,198,271.0
2017-04-01 10:00:00,5,312,2017-04-01,10,5,0,5,344.3333333333333,397,312,324.0
2017-04-01 11:00:00,5,430,2017-04-01,11,5,0,5,441.6666666666667,578,317,430.0
2017-04-01 12:00:00,5,565,2017-04-01,12,5,0,5,483.3333333333333,565,441,444.0
2017-04-01 13:00:00,5,419,2017-04-01,13,5,0,5,397.3333333333333,419,371,402.0
2017-04-01 14:00:00,5,330,2017-04-01,14,5,0,5,346.3333333333333,378,330,331.0
2017-04-01 15:00:00,5,218,2017-04-01,15,5,0,5,270.0,335,218,257.0
2017-04-01 16:00:00,5,174,2017-04-01,16,5,0,5,262.3333333333333,376,174,237.0
2017-04-01 17:00:00,5,324,2017-04-01,17,5,0,5,389.0,463,324,380.0
2017-04-01 18:00:00,5,316,2017-04-01,18,5,0,5,383.0,442,316,391.0
2017-04-01 19:00:00,5,227,2017-04-01,19,5,0,5,304.6666666666667,376,227,311.0
2017-04-01 20:00:00,5,245,2017-04-01,20,5,0,5,237.0,258,208,245.0
2017-04-01 21:00:00,5,248,2017-04-01,21,5,0,5,223.33333333333334,248,178,244.0
2017-04-01 22:00:00,5,264,2017-04-01,22,5,0,5,251.0,308,181,264.0
2017-04-01 23:00:00,5,187,2017-04-01,23,5,0,5,174.0,187,155,180.0
2017-04-01 00:00:00,6,171,2017-04-01,0,5,0,5,153.33333333333334,171,122,167.0
2017-04-01 01:00:00,6,126,2017-04-01,1,5,0,5,119.0,126,112,119.0
2017-04-01 02:00:00,6,111,2017-04-01,2,5,0,5,94.33333333333333,111,80,92.0
2017-04-01 03:00:00,6,50,2017-04-01,3,5,0,5,55.666666666666664,66,50,51.0
2017-04-01 04:00:00,6,68,2017-04-01,4,5,0,5,52.666666666666664,68,30,60.0
2017-04-01 05:00:00,6,69,2017-04-01,5,5,0,5,52.0,69,31,56.0
2017-04-01 06:00:00,6,84,2017-04-01,6,5,0,5,78.0,96,54,84.0
2017-04-01 07:00:00,6,175,2017-04-01,7,5,0,5,136.0,175,115,118.0
2017-04-01 08:00:00,6,324,2017-04-01,8,5,0,5,228.66666666666666,324,179,183.0
2017-04-01 09:00:00,6,445,2017-04-01,9,5,0,5,374.5,445,304,374.5
2017-04-01 10:00:00,6,358,2017-04-01,10,5,0,5,329.5,358,301,329.5
2017-04-01 11:00:00,6,475,2017-04-01,11,5,0,5,519.5,564,475,519.5
2017-04-01 12:00:00,6,745,2017-04-01,12,5,0,5,707.5,745,670,707.5
2017-04-01 13:00:00,6,499,2017-04-01,13,5,0,5,454.0,499,409,454.0
2017-04-01 14:00:00,6,267,2017-04-01,14,5,0,5,300.5,334,267,300.5
2017-04-01 15:00:00,6,362,2017-04-01,15,5,0,5,318.0,362,274,318.0
2017-04-01 16:00:00,6,274,2017-04-01,16,5,0,5,281.5,289,274,281.5
2017-04-01 17:00:00,6,510,2017-04-01,17,5,0,5,402.3333333333333,553,144,510.0
2017-04-01 18:00:00,6,549,2017-04-01,18,5,0,5,601.3333333333334,690,549,565.0
2017-04-01 19:00:00,6,407,2017-04-01,19,5,0,5,404.3333333333333,440,366,407.0
2017-04-01 20:00:00,6,298,2017-04-01,20,5,0,5,306.6666666666667,313,298,309.0
2017-04-01 21:00:00,6,284,2017-04-01,21,5,0,5,341.3333333333333,380,284,360.0
2017-04-01 22:00:00,6,363,2017-04-01,22,5,0,5,439.6666666666667,510,363,446.0
2017-04-01 23:00:00,6,255,2017-04-01,23,5,0,5,297.3333333333333,325,255,312.0
2017-04-01 00:00:00,7,94,2017-04-01,0,5,0,5,87.0,94,83,84.0
2017-04-01 01:00:00,7,97,2017-04-01,1,5,0,5,78.0,97,67,70.0
2017-04-01 02:00:00,7,111,2017-04-01,2,5,0,5,79.33333333333333,111,47,80.0
2017-04-01 03:00:00,7,96,2017-04-01,3,5,0,5,71.33333333333333,96,48,70.0
2017-04-01 04:00:00,7,76,2017-04-01,4,5,0,5,63.333333333333336,76,50,64.0
2017-04-01 05:00:00,7,108,2017-04-01,5,5,0,5,79.33333333333333,108,57,73.0
2017-04-01 06:00:00,7,172,2017-04-01,6,5,0,5,109.66666666666667,172,78,79.0
2017-04-01 07:00:00,7,106,2017-04-01,7,5,0,5,106.33333333333333,112,101,106.0
2017-04-01 08:00:00,7,205,2017-04-01,8,5,0,5,176.66666666666666,205,153,172.0
2017-04-01 09:00:00,7,180,2017-04-01,9,5,0,5,207.66666666666666,230,180,213.0
2017-04-01 10:00:00,7,159,2017-04-01,10,5,0,5,159.66666666666666,173,147,159.0
2017-04-01 11:00:00,7,227,2017-04-01,11,5,0,5,250.0,273,227,250.0
2017-04-01 12:00:00,7,296,2017-04-01,12,5,0,5,292.0,313,267,296.0
2017-04-01 13:00:00,7,393,2017-04-01,13,5,0,5,315.3333333333333,393,272,281.0
2017-04-01 14:00:00,7,209,2017-04-01,14,5,0,5,191.66666666666666,210,156,209.0
2017-04-01 15:00:00,7,255,2017-04-01,15,5,0,5,185.33333333333334,255,148,153.0
2017-04-01 16:00:00,7,196,2017-04-01,16,5,0,5,172.0,196,159,161.0
2017-04-01 17:00:00,7,272,2017-04-01,17,5,0,5,274.3333333333333,281,270,272.0
2017-04-01 18:00:00,7,326,2017-04-01,18,5,0,5,305.0,326,277,312.0
2017-04-01 19:00:00,7,228,2017-04-01,19,5,0,5,229.0,231,228,228.0
2017-04-01 20:00:00,7,240,2017-04-01,20,5,0,5,226.33333333333334,266,173,240.0
2017-04-01 21:00:00,7,192,2017-04-01,21,5,0,5,198.0,265,137,192.0
2017-04-01 22:00:00,7,134,2017-04-01,22,5,0,5,171.0,201,134,178.0
2017-04-01 23:00:00,7,119,2017-04-01,23,5,0,5,116.0,119,112,117.0
2017-04-01 08:00:00,8,1152,2017-04-01,8,5,0,5,1369.3333333333333,1550,1152,1406.0
2017-04-01 09:00:00,8,1681,2017-04-01,9,5,0,5,1597.3333333333333,1681,1507,1604.0
2017-04-01 10:00:00,8,1127,2017-04-01,10,5,0,5,1323.0,1536,1127,1306.0
2017-04-01 11:00:00,8,2748,2017-04-01,11,5,0,5,2658.3333333333335,2992,2235,2748.0
2017-04-01 12:00:00,8,3613,2017-04-01,12,5,0,5,3322.0,3613,3157,3196.0
2017-04-01 13:00:00,8,1994,2017-04-01,13,5,0,5,1973.3333333333333,2270,1656,1994.0
2017-04-01 14:00:00,8,1490,2017-04-01,14,5,0,5,1496.0,1620,1378,1490.0
2017-04-01 15:00:00,8,1275,2017-04-01,15,5,0,5,1276.3333333333333,1484,1070,1275.0
2017-04-01 16:00:00,8,1453,2017-04-01,16,5,0,5,1461.6666666666667,1701,1231,1453.0
2017-04-01 17:00:00,8,2796,2017-04-01,17,5,0,5,2639.3333333333335,2796,2360,2762.0
2017-04-01 18:00:00,8,2408,2017-04-01,18,5,0,5,2525.3333333333335,2732,2408,2436.0
2017-04-01 19:00:00,8,2112,2017-04-01,19,5,0,5,2004.0,2112,1911,1989.0
2017-04-01 20:00:00,8,1646,2017-04-01,20,5,0,5,1503.3333333333333,1646,1356,1508.0
2017-04-01 21:00:00,8,1241,2017-04-01,21,5,0,5,1261.0,1446,1096,1241.0
2017-04-01 22:00:00,8,1011,2017-04-01,22,5,0,5,1139.6666666666667,1343,1011,1065.0
2017-04-01 23:00:00,8,362,2017-04-01,23,5,0,5,461.6666666666667,568,362,455.0
2017-04-01 00:00:00,9,137,2017-04-01,0,5,0,5,122.33333333333333,137,107,123.0
2017-04-01 01:00:00,9,217,2017-04-01,1,5,0,5,130.0,217,85,88.0
2017-04-01 02:00:00,9,362,2017-04-01,2,5,0,5,160.0,362,57,61.0
2017-04-01 03:00:00,9,324,2017-04-01,3,5,0,5,146.33333333333334,324,55,60.0
2017-04-01 04:00:00,9,306,2017-04-01,4,5,0,5,138.0,306,50,58.0
2017-04-01 05:00:00,9,349,2017-04-01,5,5,0,5,160.33333333333334,349,54,78.0
2017-04-01 06:00:00,9,281,2017-04-01,6,5,0,5,149.33333333333334,281,77,90.0
2017-04-01 07:00:00,9,111,2017-04-01,7,5,0,5,96.66666666666667,111,82,97.0
2017-04-01 08:00:00,9,166,2017-04-01,8,5,0,5,138.66666666666666,166,114,136.0
2017-04-01 09:00:00,9,150,2017-04-01,9,5,0,5,167.66666666666666,182,150,171.0
2017-04-01 10:00:00,9,148,2017-04-01,10,5,0,5,156.33333333333334,162,148,159.0
2017-04-01 11:00:00,9,194,2017-04-01,11,5,0,5,211.0,222,194,217.0
2017-04-01 12:00:00,9,240,2017-04-01,12,5,0,5,253.66666666666666,324,197,240.0
2017-04-01 13:00:00,9,329,2017-04-01,13,5,0,5,280.3333333333333,329,226,286.0
2017-04-01 14:00:00,9,159,2017-04-01,14,5,0,5,161.0,172,152,159.0
2017-04-01 15:00:00,9,218,2017-04-01,15,5,0,5,161.66666666666666,218,125,142.0
2017-04-01 16:00:00,9,186,2017-04-01,16,5,0,5,147.66666666666666,186,109,148.0
2017-04-01 17:00:00,9,249,2017-04-01,17,5,0,5,233.33333333333334,249,208,243.0
2017-04-01 18:00:00,9,283,2017-04-01,18,5,0,5,257.0,283,221,267.0
2017-04-01 19:00:00,9,218,2017-04-01,19,5,0,5,252.0,335,203,218.0
2017-04-01 20:00:00,9,216,2017-04-01,20,5,0,5,213.66666666666666,252,173,216.0
2017-04-01 21:00:00,9,165,2017-04-01,21,5,0,5,184.0,260,127,165.0
2017-04-01 22:00:00,9,136,2017-04-01,22,5,0,5,165.0,194,136,165.0
2017-04-01 23:00:00,9,111,2017-04-01,23,5,0,5,113.66666666666667,118,111,112.0
2017-04-01 08:00:00,10,610,2017-04-01,8,5,0,5,796.6666666666666,1049,610,731.0
2017-04-01 09:00:00,10,688,2017-04-01,9,5,0,5,691.6666666666666,705,682,688.0
2017-04-01 10:00:00,10,619,2017-04-01,10,5,0,5,669.6666666666666,757,619,633.0
2017-04-01 11:00:00,10,1498,2017-04-01,11,5,0,5,1342.6666666666667,1498,1155,1375.0
2017-04-01 12:00:00,10,2145,2017-04-01,12,5,0,5,1892.0,2145,1558,1973.0
2017-04-01 13:00:00,10,623,2017-04-01,13,5,0,5,850.6666666666666,1016,623,913.0
2017-04-01 14:00:00,10,439,2017-04-01,14,5,0,5,684.0,1016,439,597.0
2017-04-01 15:00:00,10,548,2017-04-01,15,5,0,5,811.0,1102,548,783.0
2017-04-01 16:00:00,10,738,2017-04-01,16,5,0,5,956.0,1117,738,1013.0
2017-04-01 17:00:00,10,1580,2017-04-01,17,5,0,5,1618.0,1783,1491,1580.0
2017-04-01 18:00:00,10,1361,2017-04-01,18,5,0,5,1456.0,1520,1361,1487.0
2017-04-01 19:00:00,10,1033,2017-04-01,19,5,0,5,1060.3333333333333,1158,990,1033.0
2017-04-01 20:00:00,10,712,2017-04-01,20,5,0,5,653.6666666666666,712,618,631.0
2017-04-01 21:00:00,10,347,2017-04-01,21,5,0,5,461.0,524,347,512.0
2017-04-01 22:00:00,10,184,2017-04-01,22,5,0,5,275.6666666666667,388,184,255.0
2017-04-01 23:00:00,10,119,2017-04-01,23,5,0,5,113.0,119,107,113.0
2017-04-01 00:00:00,11,291,2017-04-01,0,5,0,5,310.3333333333333,392,248,291.0
2017-04-01 01:00:00,11,210,2017-04-01,1,5,0,5,210.66666666666666,261,161,210.0
2017-04-01 02:00:00,11,202,2017-04-01,2,5,0,5,185.0,202,174,179.0
2017-04-01 03:00:00,11,289,2017-04-01,3,5,0,5,197.33333333333334,289,145,158.0
2017-04-01 04:00:00,11,273,2017-04-01,4,5,0,5,202.66666666666666,273,159,176.0
2017-04-01 05:00:00,11,265,2017-04-01,5,5,0,5,208.33333333333334,265,179,181.0
2017-04-01 06:00:00,11,252,2017-04-01,6,5,0,5,218.66666666666666,252,195,209.0
2017-04-01 07:00:00,11,312,2017-04-01,7,5,0,5,284.3333333333333,312,247,294.0
2017-04-01 08:00:00,11,522,2017-04-01,8,5,0,5,474.0,522,439,461.0
2017-04-01 09:00:00,11,560,2017-04-01,9,5,0,5,475.3333333333333,560,431,435.0
2017-04-01 10:00:00,11,449,2017-04-01,10,5,0,5,442.6666666666667,459,420,449.0
2017-04-01 11:00:00,11,688,2017-04-01,11,5,0,5,626.6666666666666,688,562,630.0
2017-04-01 12:00:00,11,819,2017-04-01,12,5,0,5,836.0,868,819,821.0
2017-04-01 13:00:00,11,660,2017-04-01,13,5,0,5,695.0,778,647,660.0
2017-04-01 14:00:00,11,563,2017-04-01,14,5,0,5,574.6666666666666,647,514,563.0
2017-04-01 15:00:00,11,434,2017-04-01,15,5,0,5,450.6666666666667,495,423,434.0
2017-04-01 16:00:00,11,419,2017-04-01,16,5,0,5,454.3333333333333,477,419,467.0
2017-04-01 17:00:00,11,736,2017-04-01,17,5,0,5,677.3333333333334,736,642,654.0
2017-04-01 18:00:00,11,786,2017-04-01,18,5,0,5,790.6666666666666,864,722,786.0
2017-04-01 19:00:00,11,503,2017-04-01,19,5,0,5,571.6666666666666,622,503,590.0
2017-04-01 20:00:00,11,390,2017-04-01,20,5,0,5,425.6666666666667,523,364,390.0
2017-04-01 21:00:00,11,407,2017-04-01,21,5,0,5,424.3333333333333,444,407,422.0
2017-04-01 22:00:00,11,477,2017-04-01,22,5,0,5,538.3333333333334,601,477,537.0
2017-04-01 23:00:00,11,287,2017-04-01,23,5,0,5,325.3333333333333,404,285,287.0
2017-04-01 08:00:00,12,1155,2017-04-01,8,5,0,5,1377.0,1534,1155,1442.0
2017-04-01 09:00:00,12,1576,2017-04-01,9,5,0,5,1588.0,1647,1541,1576.0
2017-04-01 10:00:00,12,1042,2017-04-01,10,5,0,5,1226.3333333333333,1442,1042,1195.0
2017-04-01 11:00:00,12,2866,2017-04-01,11,5,0,5,2738.0,3064,2284,2866.0
2017-04-01 12:00:00,12,3764,2017-04-01,12,5,0,5,3437.0,3764,3271,3276.0
2017-04-01 13:00:00,12,2157,2017-04-01,13,5,0,5,2098.0,2519,1618,2157.0
2017-04-01 14:00:00,12,1528,2017-04-01,14,5,0,5,1551.0,1824,1301,1528.0
2017-04-01 15:00:00,12,1184,2017-04-01,15,5,0,5,1229.6666666666667,1611,894,1184.0
2017-04-01 16:00:00,12,1495,2017-04-01,16,5,0,5,1405.0,1674,1046,1495.0
2017-04-01 17:00:00,12,2614,2017-04-01,17,5,0,5,2513.6666666666665,2690,2237,2614.0
2017-04-01 18:00:00,12,2429,2017-04-01,18,5,0,5,2489.0,2852,2186,2429.0
2017-04-01 19:00:00,12,1997,2017-04-01,19,5,0,5,1877.6666666666667,1997,1792,1844.0
2017-04-01 20:00:00,12,1547,2017-04-01,20,5,0,5,1331.0,1547,1145,1301.0
2017-04-01 21:00:00,12,1155,2017-04-01,21,5,0,5,1104.0,1229,928,1155.0
2017-04-01 22:00:00,12,872,2017-04-01,22,5,0,5,1024.3333333333333,1280,872,921.0
2017-04-01 23:00:00,12,316,2017-04-01,23,5,0,5,405.6666666666667,511,316,390.0
2017-04-01 00:00:00,13,41,2017-04-01,0,5,0,5,37.333333333333336,41,35,36.0
2017-04-01 01:00:00,13,42,2017-04-01,1,5,0,5,30.666666666666668,42,16,34.0
2017-04-01 02:00:00,13,15,2017-04-01,2,5,0,5,13.0,15,10,14.0
2017-04-01 03:00:00,13,12,2017-04-01,3,5,0,5,11.0,16,5,12.0
2017-04-01 04:00:00,13,13,2017-04-01,4,5,0,5,12.666666666666666,15,10,13.0
2017-04-01 05:00:00,13,16,2017-04-01,5,5,0,5,18.0,20,16,18.0
2017-04-01 06:00:00,13,47,2017-04-01,6,5,0,5,44.333333333333336,61,25,47.0
2017-04-01 07:00:00,13,103,2017-04-01,7,5,0,5,86.33333333333333,103,77,79.0
2017-04-01 08:00:00,13,225,2017-04-01,8,5,0,5,170.0,225,108,177.0
2017-04-01 09:00:00,13,229,2017-04-01,9,5,0,5,182.33333333333334,229,148,170.0
2017-04-01 10:00:00,13,156,2017-04-01,10,5,0,5,166.33333333333334,192,151,156.0
2017-04-01 11:00:00,13,208,2017-04-01,11,5,0,5,265.0,348,208,239.0
2017-04-01 12:00:00,13,314,2017-04-01,12,5,0,5,288.0,314,264,286.0
2017-04-01 13:00:00,13,247,2017-04-01,13,5,0,5,182.0,247,131,168.0
2017-04-01 14:00:00,13,270,2017-04-01,14,5,0,5,191.0,270,149,154.0
2017-04-01 15:00:00,13,148,2017-04-01,15,5,0,5,137.0,148,131,132.0
2017-04-01 16:00:00,13,129,2017-04-01,16,5,0,5,132.33333333333334,142,126,129.0
2017-04-01 17:00:00,13,220,2017-04-01,17,5,0,5,206.66666666666666,220,185,215.0
2017-04-01 18:00:00,13,221,2017-04-01,18,5,0,5,207.33333333333334,231,170,221.0
2017-04-01 19:00:00,13,174,2017-04-01,19,5,0,5,177.0,183,174,174.0
2017-04-01 20:00:00,13,168,2017-04-01,20,5,0,5,151.66666666666666,168,143,144.0
2017-04-01 21:00:00,13,146,2017-04-01,21,5,0,5,134.33333333333334,147,110,146.0
2017-04-01 22:00:00,13,149,2017-04-01,22,5,0,5,136.66666666666666,149,124,137.0
2017-04-01 23:00:00,13,98,2017-04-01,23,5,0,5,85.33333333333333,98,63,95.0
2017-04-01 00:00:00,14,13,2017-04-01,0,5,0,5,8.333333333333334,13,5,7.0
2017-04-01 01:00:00,14,8,2017-04-01,1,5,0,5,6.0,8,4,6.0
2017-04-01 02:00:00,14,8,2017-04-01,2,5,0,5,6.0,8,4,6.0
2017-04-01 03:00:00,14,8,2017-04-01,3,5,0,5,6.666666666666667,9,3,8.0
2017-04-01 04:00:00,14,11,2017-04-01,4,5,0,5,6.333333333333333,11,3,5.0
2017-04-01 05:00:00,14,11,2017-04-01,5,5,0,5,8.333333333333334,11,5,9.0
2017-04-01 06:00:00,14,23,2017-04-01,6,5,0,5,21.333333333333332,28,13,23.0
2017-04-01 07:00:00,14,126,2017-04-01,7,5,0,5,95.33333333333333,126,59,101.0
