time_stamp,loc_id,phone_num,date,hour,week
2017-10-19 22:00:00,1,59,2017-10-19,22,3
2017-10-20 08:00:00,1,462,2017-10-20,8,4
2017-10-20 09:00:00,1,821,2017-10-20,9,4
2017-10-20 10:00:00,1,498,2017-10-20,10,4
2017-10-20 11:00:00,1,793,2017-10-20,11,4
2017-10-20 12:00:00,1,1057,2017-10-20,12,4
2017-10-20 13:00:00,1,962,2017-10-20,13,4
2017-10-20 14:00:00,1,547,2017-10-20,14,4
2017-10-20 15:00:00,1,703,2017-10-20,15,4
2017-10-20 16:00:00,1,564,2017-10-20,16,4
2017-10-20 17:00:00,1,1005,2017-10-20,17,4
2017-10-20 18:00:00,1,1050,2017-10-20,18,4
2017-10-20 19:00:00,1,884,2017-10-20,19,4
2017-10-20 20:00:00,1,561,2017-10-20,20,4
2017-10-20 21:00:00,1,659,2017-10-20,21,4
2017-10-20 22:00:00,1,751,2017-10-20,22,4
2017-10-20 23:00:00,1,362,2017-10-20,23,4
2017-10-21 00:00:00,1,281,2017-10-21,0,5
2017-10-21 01:00:00,1,378,2017-10-21,1,5
2017-10-21 02:00:00,1,225,2017-10-21,2,5
2017-10-21 03:00:00,1,193,2017-10-21,3,5
2017-10-21 04:00:00,1,200,2017-10-21,4,5
2017-10-21 05:00:00,1,240,2017-10-21,5,5
2017-10-21 06:00:00,1,255,2017-10-21,6,5
2017-10-21 07:00:00,1,303,2017-10-21,7,5
2017-10-21 08:00:00,1,489,2017-10-21,8,5
2017-10-21 09:00:00,1,529,2017-10-21,9,5
2017-10-21 10:00:00,1,475,2017-10-21,10,5
2017-10-21 11:00:00,1,772,2017-10-21,11,5
2017-10-21 12:00:00,1,1092,2017-10-21,12,5
2017-10-21 13:00:00,1,819,2017-10-21,13,5
2017-10-21 14:00:00,1,561,2017-10-21,14,5
2017-10-21 15:00:00,1,476,2017-10-21,15,5
2017-10-21 16:00:00,1,509,2017-10-21,16,5
2017-10-21 17:00:00,1,673,2017-10-21,17,5
2017-10-21 18:00:00,1,858,2017-10-21,18,5
2017-10-21 19:00:00,1,523,2017-10-21,19,5
2017-10-21 20:00:00,1,520,2017-10-21,20,5
2017-10-21 21:00:00,1,550,2017-10-21,21,5
2017-10-21 22:00:00,1,538,2017-10-21,22,5
2017-10-21 23:00:00,1,204,2017-10-21,23,5
2017-10-22 00:00:00,1,333,2017-10-22,0,6
2017-10-22 01:00:00,1,541,2017-10-22,1,6
2017-10-22 02:00:00,1,399,2017-10-22,2,6
2017-10-22 03:00:00,1,380,2017-10-22,3,6
2017-10-22 04:00:00,1,315,2017-10-22,4,6
2017-10-22 05:00:00,1,353,2017-10-22,5,6
2017-10-22 06:00:00,1,254,2017-10-22,6,6
2017-10-22 07:00:00,1,230,2017-10-22,7,6
2017-10-22 08:00:00,1,445,2017-10-22,8,6
2017-10-22 09:00:00,1,551,2017-10-22,9,6
2017-10-22 10:00:00,1,517,2017-10-22,10,6
2017-10-22 11:00:00,1,644,2017-10-22,11,6
2017-10-22 12:00:00,1,833,2017-10-22,12,6
2017-10-22 13:00:00,1,742,2017-10-22,13,6
2017-10-22 14:00:00,1,558,2017-10-22,14,6
2017-10-22 15:00:00,1,371,2017-10-22,15,6
2017-10-22 16:00:00,1,488,2017-10-22,16,6
2017-10-22 17:00:00,1,804,2017-10-22,17,6
2017-10-22 18:00:00,1,968,2017-10-22,18,6
2017-10-22 19:00:00,1,535,2017-10-22,19,6
2017-10-22 20:00:00,1,458,2017-10-22,20,6
2017-10-22 21:00:00,1,575,2017-10-22,21,6
2017-10-22 22:00:00,1,518,2017-10-22,22,6
2017-10-22 23:00:00,1,331,2017-10-22,23,6
2017-10-23 00:00:00,1,647,2017-10-23,0,0
2017-10-23 01:00:00,1,427,2017-10-23,1,0
2017-10-23 02:00:00,1,454,2017-10-23,2,0
2017-10-23 03:00:00,1,493,2017-10-23,3,0
2017-10-23 04:00:00,1,412,2017-10-23,4,0
2017-10-23 05:00:00,1,462,2017-10-23,5,0
2017-10-23 06:00:00,1,298,2017-10-23,6,0
2017-10-23 07:00:00,1,311,2017-10-23,7,0
2017-10-23 08:00:00,1,517,2017-10-23,8,0
2017-10-23 09:00:00,1,616,2017-10-23,9,0
2017-10-23 10:00:00,1,371,2017-10-23,10,0
2017-10-23 11:00:00,1,687,2017-10-23,11,0
2017-10-23 12:00:00,1,1252,2017-10-23,12,0
2017-10-23 13:00:00,1,766,2017-10-23,13,0
2017-10-23 14:00:00,1,535,2017-10-23,14,0
2017-10-23 15:00:00,1,514,2017-10-23,15,0
2017-10-23 16:00:00,1,402,2017-10-23,16,0
2017-10-23 17:00:00,1,940,2017-10-23,17,0
2017-10-23 18:00:00,1,668,2017-10-23,18,0
2017-10-23 19:00:00,1,553,2017-10-23,19,0
2017-10-23 20:00:00,1,525,2017-10-23,20,0
2017-10-23 21:00:00,1,563,2017-10-23,21,0
2017-10-23 22:00:00,1,674,2017-10-23,22,0
2017-10-23 23:00:00,1,384,2017-10-23,23,0
2017-10-24 00:00:00,1,579,2017-10-24,0,1
2017-10-24 01:00:00,1,405,2017-10-24,1,1
2017-10-24 02:00:00,1,273,2017-10-24,2,1
2017-10-24 03:00:00,1,265,2017-10-24,3,1
2017-10-24 04:00:00,1,243,2017-10-24,4,1
2017-10-24 05:00:00,1,293,2017-10-24,5,1
2017-10-24 06:00:00,1,205,2017-10-24,6,1
2017-10-24 07:00:00,1,509,2017-10-24,7,1
2017-10-24 08:00:00,1,559,2017-10-24,8,1
2017-10-24 09:00:00,1,550,2017-10-24,9,1
2017-10-24 10:00:00,1,536,2017-10-24,10,1
2017-10-24 11:00:00,1,783,2017-10-24,11,1
2017-10-24 12:00:00,1,1001,2017-10-24,12,1
2017-10-24 13:00:00,1,903,2017-10-24,13,1
2017-10-24 14:00:00,1,356,2017-10-24,14,1
2017-10-24 15:00:00,1,543,2017-10-24,15,1
2017-10-24 16:00:00,1,450,2017-10-24,16,1
2017-10-24 17:00:00,1,941,2017-10-24,17,1
2017-10-24 18:00:00,1,985,2017-10-24,18,1
2017-10-24 19:00:00,1,549,2017-10-24,19,1
2017-10-24 20:00:00,1,529,2017-10-24,20,1
2017-10-24 21:00:00,1,535,2017-10-24,21,1
2017-10-24 22:00:00,1,616,2017-10-24,22,1
2017-10-24 23:00:00,1,336,2017-10-24,23,1
2017-10-25 00:00:00,1,599,2017-10-25,0,2
2017-10-25 01:00:00,1,349,2017-10-25,1,2
2017-10-25 02:00:00,1,331,2017-10-25,2,2
2017-10-25 03:00:00,1,348,2017-10-25,3,2
2017-10-25 04:00:00,1,400,2017-10-25,4,2
2017-10-25 05:00:00,1,405,2017-10-25,5,2
2017-10-25 06:00:00,1,258,2017-10-25,6,2
2017-10-25 07:00:00,1,500,2017-10-25,7,2
2017-10-25 08:00:00,1,493,2017-10-25,8,2
2017-10-25 09:00:00,1,619,2017-10-25,9,2
2017-10-25 10:00:00,1,487,2017-10-25,10,2
2017-10-25 11:00:00,1,608,2017-10-25,11,2
2017-10-25 12:00:00,1,1010,2017-10-25,12,2
2017-10-25 13:00:00,1,743,2017-10-25,13,2
2017-10-25 14:00:00,1,579,2017-10-25,14,2
2017-10-25 15:00:00,1,381,2017-10-25,15,2
2017-10-25 16:00:00,1,615,2017-10-25,16,2
2017-10-25 17:00:00,1,793,2017-10-25,17,2
2017-10-25 18:00:00,1,725,2017-10-25,18,2
2017-10-25 19:00:00,1,357,2017-10-25,19,2
2017-10-25 20:00:00,1,729,2017-10-25,20,2
2017-10-25 21:00:00,1,620,2017-10-25,21,2
2017-10-25 22:00:00,1,683,2017-10-25,22,2
2017-10-25 23:00:00,1,417,2017-10-25,23,2
2017-10-26 00:00:00,1,559,2017-10-26,0,3
2017-10-26 01:00:00,1,393,2017-10-26,1,3
2017-10-26 02:00:00,1,365,2017-10-26,2,3
2017-10-26 03:00:00,1,315,2017-10-26,3,3
2017-10-26 04:00:00,1,298,2017-10-26,4,3
2017-10-26 05:00:00,1,373,2017-10-26,5,3
2017-10-26 06:00:00,1,302,2017-10-26,6,3
2017-10-26 07:00:00,1,518,2017-10-26,7,3
2017-10-26 08:00:00,1,697,2017-10-26,8,3
2017-10-26 09:00:00,1,797,2017-10-26,9,3
2017-10-26 10:00:00,1,527,2017-10-26,10,3
2017-10-26 11:00:00,1,742,2017-10-26,11,3
2017-10-26 12:00:00,1,798,2017-10-26,12,3
2017-10-26 13:00:00,1,821,2017-10-26,13,3
2017-10-26 14:00:00,1,709,2017-10-26,14,3
2017-10-26 15:00:00,1,619,2017-10-26,15,3
2017-10-26 16:00:00,1,575,2017-10-26,16,3
2017-10-26 17:00:00,1,925,2017-10-26,17,3
2017-10-26 18:00:00,1,800,2017-10-26,18,3
2017-10-26 19:00:00,1,569,2017-10-26,19,3
2017-10-26 20:00:00,1,624,2017-10-26,20,3
2017-10-26 21:00:00,1,558,2017-10-26,21,3
2017-10-26 22:00:00,1,572,2017-10-26,22,3
2017-10-26 23:00:00,1,380,2017-10-26,23,3
2017-10-27 00:00:00,1,449,2017-10-27,0,4
2017-10-27 01:00:00,1,490,2017-10-27,1,4
2017-10-27 02:00:00,1,207,2017-10-27,2,4
2017-10-27 03:00:00,1,235,2017-10-27,3,4
2017-10-27 04:00:00,1,257,2017-10-27,4,4
2017-10-27 05:00:00,1,267,2017-10-27,5,4
2017-10-27 06:00:00,1,228,2017-10-27,6,4
2017-10-27 07:00:00,1,464,2017-10-27,7,4
2017-10-27 08:00:00,1,676,2017-10-27,8,4
2017-10-27 09:00:00,1,496,2017-10-27,9,4
2017-10-27 10:00:00,1,669,2017-10-27,10,4
2017-10-27 11:00:00,1,756,2017-10-27,11,4
2017-10-27 12:00:00,1,972,2017-10-27,12,4
2017-10-27 13:00:00,1,671,2017-10-27,13,4
2017-10-27 14:00:00,1,495,2017-10-27,14,4
2017-10-27 15:00:00,1,519,2017-10-27,15,4
2017-10-27 16:00:00,1,583,2017-10-27,16,4
2017-10-27 17:00:00,1,786,2017-10-27,17,4
2017-10-27 18:00:00,1,820,2017-10-27,18,4
2017-10-27 19:00:00,1,682,2017-10-27,19,4
2017-10-27 20:00:00,1,527,2017-10-27,20,4
2017-10-27 21:00:00,1,678,2017-10-27,21,4
2017-10-27 22:00:00,1,620,2017-10-27,22,4
2017-10-27 23:00:00,1,555,2017-10-27,23,4
2017-10-28 00:00:00,1,345,2017-10-28,0,5
2017-10-28 01:00:00,1,307,2017-10-28,1,5
2017-10-28 02:00:00,1,281,2017-10-28,2,5
2017-10-28 03:00:00,1,250,2017-10-28,3,5
2017-10-28 04:00:00,1,266,2017-10-28,4,5
2017-10-28 05:00:00,1,290,2017-10-28,5,5
2017-10-28 06:00:00,1,239,2017-10-28,6,5
2017-10-28 07:00:00,1,313,2017-10-28,7,5
2017-10-28 08:00:00,1,383,2017-10-28,8,5
2017-10-28 09:00:00,1,527,2017-10-28,9,5
2017-10-28 10:00:00,1,424,2017-10-28,10,5
2017-10-28 11:00:00,1,551,2017-10-28,11,5
2017-10-28 12:00:00,1,692,2017-10-28,12,5
2017-10-28 13:00:00,1,773,2017-10-28,13,5
2017-10-28 14:00:00,1,533,2017-10-28,14,5
2017-10-28 15:00:00,1,432,2017-10-28,15,5
2017-10-28 16:00:00,1,565,2017-10-28,16,5
2017-10-28 17:00:00,1,1015,2017-10-28,17,5
2017-10-28 18:00:00,1,858,2017-10-28,18,5
2017-10-28 19:00:00,1,467,2017-10-28,19,5
2017-10-28 20:00:00,1,350,2017-10-28,20,5
2017-10-28 21:00:00,1,472,2017-10-28,21,5
2017-10-28 22:00:00,1,492,2017-10-28,22,5
2017-10-28 23:00:00,1,210,2017-10-28,23,5
2017-10-29 00:00:00,1,237,2017-10-29,0,6
2017-10-29 01:00:00,1,501,2017-10-29,1,6
2017-10-29 02:00:00,1,230,2017-10-29,2,6
2017-10-29 03:00:00,1,243,2017-10-29,3,6
2017-10-29 04:00:00,1,277,2017-10-29,4,6
2017-10-29 05:00:00,1,310,2017-10-29,5,6
2017-10-29 06:00:00,1,276,2017-10-29,6,6
2017-10-29 07:00:00,1,332,2017-10-29,7,6
2017-10-29 08:00:00,1,444,2017-10-29,8,6
2017-10-29 09:00:00,1,491,2017-10-29,9,6
2017-10-29 10:00:00,1,384,2017-10-29,10,6
2017-10-29 11:00:00,1,845,2017-10-29,11,6
2017-10-29 12:00:00,1,1093,2017-10-29,12,6
2017-10-29 13:00:00,1,687,2017-10-29,13,6
2017-10-29 14:00:00,1,483,2017-10-29,14,6
2017-10-29 15:00:00,1,409,2017-10-29,15,6
2017-10-29 16:00:00,1,449,2017-10-29,16,6
2017-10-29 17:00:00,1,745,2017-10-29,17,6
2017-10-29 18:00:00,1,950,2017-10-29,18,6
2017-10-29 19:00:00,1,702,2017-10-29,19,6
2017-10-29 20:00:00,1,42,2017-10-29,20,6
2017-10-30 08:00:00,1,133,2017-10-30,8,0
2017-10-31 02:00:00,1,29,2017-10-31,2,1
2017-10-31 03:00:00,1,414,2017-10-31,3,1
2017-10-31 04:00:00,1,306,2017-10-31,4,1
2017-10-31 05:00:00,1,360,2017-10-31,5,1
2017-10-31 06:00:00,1,260,2017-10-31,6,1
2017-10-31 07:00:00,1,628,2017-10-31,7,1
2017-10-31 08:00:00,1,914,2017-10-31,8,1
2017-10-31 09:00:00,1,800,2017-10-31,9,1
2017-10-31 10:00:00,1,636,2017-10-31,10,1
2017-10-31 11:00:00,1,784,2017-10-31,11,1
2017-10-31 12:00:00,1,1300,2017-10-31,12,1
2017-10-31 13:00:00,1,941,2017-10-31,13,1
2017-10-31 14:00:00,1,465,2017-10-31,14,1
2017-10-31 15:00:00,1,612,2017-10-31,15,1
2017-10-31 16:00:00,1,622,2017-10-31,16,1
2017-10-31 17:00:00,1,863,2017-10-31,17,1
2017-10-31 18:00:00,1,949,2017-10-31,18,1
2017-10-31 19:00:00,1,790,2017-10-31,19,1
2017-10-31 20:00:00,1,634,2017-10-31,20,1
2017-10-31 21:00:00,1,894,2017-10-31,21,1
2017-10-31 22:00:00,1,886,2017-10-31,22,1
2017-10-31 23:00:00,1,473,2017-10-31,23,1
2017-10-10 00:00:00,2,965,2017-10-10,0,1
2017-10-10 01:00:00,2,1077,2017-10-10,1,1
2017-10-10 02:00:00,2,1479,2017-10-10,2,1
2017-10-10 03:00:00,2,1318,2017-10-10,3,1
2017-10-10 04:00:00,2,1217,2017-10-10,4,1
2017-10-10 05:00:00,2,1385,2017-10-10,5,1
